gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
18.0,10758.0,5397.0,15.0,49,,
14.0,10758.0,5397.0,12.0,49,,
57.0,10758.0,5397.0,44.0,99,,
55.0,10758.0,5397.0,42.0,99,,
9.0,10766.0,5389.0,8.0,149,,
9.0,10766.0,5389.0,8.0,149,,
79.0,10766.0,5389.0,60.0,199,,
81.0,10766.0,5389.0,62.0,199,,
44.0,10766.0,5389.0,34.0,249,,
49.0,10766.0,5389.0,38.0,249,,
16.0,10774.0,5381.0,13.0,299,,
18.0,10774.0,5381.0,15.0,299,,
,,,,299,0.30733904242515564,0
