gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
51.0,17654.0,22882.0,37.0,49,,
81.0,17654.0,22882.0,59.0,49,,
96.0,17654.0,22882.0,70.0,99,,
75.0,17654.0,22882.0,55.0,99,,
94.0,17656.0,22880.0,68.0,149,,
63.0,17656.0,22880.0,46.0,149,,
,,,,194,0.3331155776977539,0
33.0,17656.0,22880.0,24.0,199,,
87.0,17656.0,22880.0,63.0,199,,
96.0,17664.0,22872.0,69.0,249,,
84.0,17664.0,22872.0,61.0,249,,
96.0,17664.0,22872.0,70.0,299,,
67.0,17664.0,22872.0,49.0,299,,
,,,,299,0.21536928415298462,1
