gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
59.0,8688.0,3375.0,57.0,49,,
78.0,8688.0,3375.0,67.0,49,,
62.0,8688.0,3375.0,60.0,99,,
74.0,8688.0,3375.0,64.0,99,,
61.0,8688.0,3375.0,58.0,149,,
75.0,8688.0,3375.0,64.0,149,,
,,,,194,0.39776068925857544,0
