gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
12.0,3048.0,13107.0,9.0,49,,
8.0,3048.0,13107.0,5.0,49,,
7.0,3048.0,13107.0,5.0,99,,
8.0,3048.0,13107.0,5.0,99,,
16.0,3048.0,13107.0,10.0,149,,
7.0,3048.0,13107.0,5.0,149,,
15.0,3048.0,13107.0,10.0,199,,
3.0,3048.0,13107.0,1.0,199,,
11.0,3056.0,13099.0,7.0,249,,
6.0,3056.0,13099.0,3.0,249,,
8.0,3056.0,13099.0,5.0,299,,
8.0,3056.0,13099.0,5.0,299,,
,,,,299,0.6847867369651794,0
