gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
77.0,32016.0,8520.0,56.0,49,,
100.0,32016.0,8520.0,73.0,49,,
53.0,32016.0,8520.0,39.0,99,,
91.0,32016.0,8520.0,67.0,99,,
100.0,32024.0,8512.0,73.0,149,,
62.0,32024.0,8512.0,46.0,149,,
,,,,194,0.28969720005989075,0
64.0,32024.0,8512.0,47.0,199,,
100.0,32024.0,8512.0,74.0,199,,
100.0,32024.0,8512.0,73.0,249,,
47.0,32024.0,8512.0,34.0,249,,
39.0,32032.0,8504.0,28.0,299,,
87.0,32032.0,8504.0,64.0,299,,
,,,,299,0.17250679433345795,1
