gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
36.0,8586.0,31950.0,17.0,49,,
11.0,8586.0,31950.0,2.0,49,,
36.0,8594.0,31942.0,12.0,99,,
23.0,8594.0,31942.0,10.0,99,,
30.0,8602.0,31934.0,14.0,149,,
17.0,8602.0,31934.0,3.0,149,,
36.0,8602.0,31934.0,12.0,199,,
25.0,8602.0,31934.0,10.0,199,,
38.0,8610.0,31926.0,16.0,249,,
17.0,8610.0,31926.0,8.0,249,,
37.0,8618.0,31918.0,17.0,299,,
10.0,8618.0,31918.0,2.0,299,,
,,,,299,0.7387287020683289,0
