gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
81.0,5754.0,34782.0,51.0,49,,
20.0,5754.0,34782.0,13.0,49,,
37.0,5754.0,34782.0,24.0,99,,
37.0,5754.0,34782.0,24.0,99,,
78.0,5754.0,34782.0,49.0,149,,
18.0,5754.0,34782.0,11.0,149,,
39.0,5754.0,34782.0,25.0,199,,
39.0,5754.0,34782.0,25.0,199,,
81.0,5762.0,34774.0,51.0,249,,
22.0,5762.0,34774.0,14.0,249,,
49.0,5762.0,34774.0,31.0,299,,
49.0,5762.0,34774.0,31.0,299,,
,,,,299,0.3788738250732422,0
