gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
48.0,5490.0,35046.0,23.0,49,,
19.0,5490.0,35046.0,10.0,49,,
46.0,5490.0,35046.0,23.0,99,,
19.0,5490.0,35046.0,9.0,99,,
46.0,5498.0,35038.0,22.0,149,,
19.0,5498.0,35038.0,9.0,149,,
46.0,5498.0,35038.0,22.0,199,,
18.0,5498.0,35038.0,9.0,199,,
47.0,5498.0,35038.0,23.0,249,,
19.0,5498.0,35038.0,9.0,249,,
24.0,5506.0,35030.0,12.0,299,,
18.0,5506.0,35030.0,9.0,299,,
,,,,299,0.39642930030822754,0
