gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
6.0,4332.0,11823.0,6.0,49,,
21.0,4332.0,11823.0,12.0,49,,
17.0,4332.0,11823.0,11.0,99,,
8.0,4332.0,11823.0,7.0,99,,
24.0,4340.0,11815.0,15.0,149,,
19.0,4340.0,11815.0,11.0,149,,
11.0,4340.0,11815.0,8.0,199,,
18.0,4340.0,11815.0,9.0,199,,
14.0,4340.0,11815.0,9.0,249,,
4.0,4340.0,11815.0,4.0,249,,
21.0,4348.0,11807.0,12.0,299,,
13.0,4348.0,11807.0,9.0,299,,
,,,,299,0.6463521718978882,0
