gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
16.0,3984.0,36552.0,6.0,49,,
16.0,3984.0,36552.0,6.0,49,,
15.0,3984.0,36552.0,6.0,99,,
15.0,3984.0,36552.0,6.0,99,,
15.0,3992.0,36544.0,6.0,149,,
15.0,3992.0,36544.0,6.0,149,,
28.0,3992.0,36544.0,9.0,199,,
14.0,3992.0,36544.0,6.0,199,,
15.0,3992.0,36544.0,6.0,249,,
15.0,3992.0,36544.0,6.0,249,,
22.0,4000.0,36536.0,8.0,299,,
10.0,4000.0,36536.0,3.0,299,,
,,,,299,0.5744825005531311,0
