gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
16.0,3970.0,12185.0,11.0,49,,
10.0,3970.0,12185.0,7.0,49,,
15.0,3970.0,12185.0,9.0,99,,
12.0,3970.0,12185.0,7.0,99,,
15.0,3978.0,12177.0,9.0,149,,
13.0,3978.0,12177.0,8.0,149,,
15.0,3978.0,12177.0,9.0,199,,
12.0,3978.0,12177.0,7.0,199,,
11.0,3986.0,12169.0,7.0,249,,
7.0,3986.0,12169.0,6.0,249,,
12.0,3986.0,12169.0,7.0,299,,
9.0,3986.0,12169.0,6.0,299,,
,,,,299,0.6940646171569824,0
