gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
15.0,4388.0,11767.0,9.0,49,,
7.0,4388.0,11767.0,6.0,49,,
13.0,4388.0,11767.0,8.0,99,,
10.0,4388.0,11767.0,7.0,99,,
12.0,4396.0,11759.0,6.0,149,,
10.0,4396.0,11759.0,7.0,149,,
3.0,4396.0,11759.0,3.0,199,,
21.0,4396.0,11759.0,10.0,199,,
20.0,4396.0,11759.0,11.0,249,,
18.0,4396.0,11759.0,11.0,249,,
16.0,4404.0,11751.0,10.0,299,,
14.0,4404.0,11751.0,9.0,299,,
,,,,299,0.4259152412414551,0
