gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
10.0,8558.0,7597.0,10.0,49,,
23.0,8558.0,7597.0,18.0,49,,
22.0,8566.0,7589.0,18.0,99,,
14.0,8566.0,7589.0,14.0,99,,
9.0,8574.0,7581.0,10.0,149,,
23.0,8574.0,7581.0,18.0,149,,
17.0,8582.0,7573.0,15.0,199,,
8.0,8582.0,7573.0,9.0,199,,
8.0,8582.0,7573.0,9.0,249,,
23.0,8582.0,7573.0,18.0,249,,
24.0,8590.0,7565.0,18.0,299,,
16.0,8590.0,7565.0,15.0,299,,
,,,,299,0.7018613219261169,0
