gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
41.0,9166.0,31370.0,24.0,49,,
45.0,9166.0,31370.0,27.0,49,,
51.0,9166.0,31370.0,31.0,99,,
45.0,9166.0,31370.0,27.0,99,,
75.0,9174.0,31362.0,45.0,149,,
42.0,9174.0,31362.0,25.0,149,,
84.0,9174.0,31362.0,51.0,199,,
26.0,9174.0,31362.0,16.0,199,,
38.0,9182.0,31354.0,23.0,249,,
45.0,9182.0,31354.0,27.0,249,,
67.0,9182.0,31354.0,40.0,299,,
45.0,9182.0,31354.0,27.0,299,,
,,,,299,0.351427286863327,0
