gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
19.0,4402.0,36134.0,7.0,49,,
14.0,4402.0,36134.0,5.0,49,,
37.0,4402.0,36134.0,11.0,99,,
14.0,4402.0,36134.0,4.0,99,,
31.0,4410.0,36126.0,11.0,149,,
14.0,4410.0,36126.0,5.0,149,,
24.0,4410.0,36126.0,8.0,199,,
14.0,4410.0,36126.0,5.0,199,,
16.0,4410.0,36126.0,6.0,249,,
15.0,4410.0,36126.0,5.0,249,,
18.0,4418.0,36118.0,7.0,299,,
14.0,4418.0,36118.0,5.0,299,,
,,,,299,0.4408528804779053,0
