gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
51.0,8652.0,31884.0,34.0,49,,
42.0,8652.0,31884.0,27.0,49,,
51.0,8652.0,31884.0,34.0,99,,
42.0,8652.0,31884.0,27.0,99,,
61.0,8652.0,31884.0,40.0,149,,
42.0,8652.0,31884.0,27.0,149,,
,,,,194,0.4110178053379059,0
91.0,8652.0,31884.0,60.0,199,,
35.0,8652.0,31884.0,23.0,199,,
49.0,8660.0,31876.0,33.0,249,,
42.0,8660.0,31876.0,27.0,249,,
65.0,8660.0,31876.0,42.0,299,,
42.0,8660.0,31876.0,27.0,299,,
,,,,299,0.28359347581863403,1
