gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
59.0,6402.0,34134.0,30.0,49,,
24.0,6402.0,34134.0,11.0,49,,
37.0,6402.0,34134.0,19.0,99,,
26.0,6402.0,34134.0,13.0,99,,
60.0,6410.0,34126.0,30.0,149,,
24.0,6410.0,34126.0,12.0,149,,
28.0,6410.0,34126.0,14.0,199,,
26.0,6410.0,34126.0,13.0,199,,
61.0,6410.0,34126.0,30.0,249,,
23.0,6410.0,34126.0,12.0,249,,
55.0,6418.0,34118.0,28.0,299,,
25.0,6418.0,34118.0,12.0,299,,
,,,,299,0.35944271087646484,0
