gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
34.0,4352.0,36184.0,12.0,49,,
14.0,4352.0,36184.0,5.0,49,,
36.0,4352.0,36184.0,13.0,99,,
14.0,4352.0,36184.0,5.0,99,,
21.0,4360.0,36176.0,8.0,149,,
13.0,4360.0,36176.0,4.0,149,,
29.0,4360.0,36176.0,11.0,199,,
13.0,4360.0,36176.0,4.0,199,,
35.0,4360.0,36176.0,13.0,249,,
13.0,4360.0,36176.0,5.0,249,,
24.0,4368.0,36168.0,8.0,299,,
13.0,4368.0,36168.0,4.0,299,,
,,,,299,0.6910929679870605,0
