gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
80.0,14234.0,1921.0,60.0,49,,
32.0,14234.0,1921.0,25.0,49,,
,,,,96,0.4903538227081299,0
64.0,14234.0,1921.0,48.0,99,,
100.0,14234.0,1921.0,74.0,99,,
82.0,14234.0,1921.0,61.0,149,,
31.0,14234.0,1921.0,24.0,149,,
,,,,193,0.2988221049308777,1
87.0,14234.0,1921.0,66.0,199,,
38.0,14234.0,1921.0,29.0,199,,
33.0,14242.0,1913.0,25.0,249,,
89.0,14242.0,1913.0,67.0,249,,
,,,,290,0.26222917437553406,2
94.0,14242.0,1913.0,70.0,299,,
57.0,14242.0,1913.0,43.0,299,,
,,,,299,0.23190303146839142,3
