gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
24.0,4162.0,36374.0,9.0,49,,
11.0,4162.0,36374.0,3.0,49,,
23.0,4162.0,36374.0,8.0,99,,
11.0,4162.0,36374.0,3.0,99,,
24.0,4170.0,36366.0,9.0,149,,
11.0,4170.0,36366.0,3.0,149,,
25.0,4170.0,36366.0,9.0,199,,
11.0,4170.0,36366.0,3.0,199,,
28.0,4170.0,36366.0,10.0,249,,
11.0,4170.0,36366.0,3.0,249,,
30.0,4178.0,36358.0,10.0,299,,
11.0,4178.0,36358.0,3.0,299,,
,,,,299,0.5356494784355164,0
