gpu_id: 0/utilization.gpu (%),gpu_id: 0/memory.used (MB),gpu_id: 0/memory.free (MB),gpu_id: 0/utilization.memory (%),step,train_loss,epoch
28.0,3068.0,37468.0,10.0,49,,
8.0,3068.0,37468.0,4.0,49,,
28.0,3068.0,37468.0,10.0,99,,
6.0,3068.0,37468.0,2.0,99,,
22.0,3068.0,37468.0,8.0,149,,
22.0,3068.0,37468.0,8.0,149,,
19.0,3068.0,37468.0,8.0,199,,
19.0,3068.0,37468.0,8.0,199,,
28.0,3076.0,37460.0,10.0,249,,
15.0,3076.0,37460.0,6.0,249,,
28.0,3076.0,37460.0,10.0,299,,
14.0,3076.0,37460.0,6.0,299,,
,,,,299,0.6679835319519043,0
